Date,Year,Quarter,Method of entry,Nationality,Region,Sex,Age Group,Number of detections
2023-06-30,2023,2,Inadequately documented air arrivals,Russia,Europe Other,Male,40 and over,1
2023-06-30,2023,2,Inadequately documented air arrivals,Somalia,Africa Sub-Saharan,Female,17 and under,4
2023-06-30,2023,2,Inadequately documented air arrivals,Somalia,Africa Sub-Saharan,Female,18 to 24,5
2023-06-30,2023,2,Inadequately documented air arrivals,Somalia,Africa Sub-Saharan,Female,25 to 39,7
2023-06-30,2023,2,Inadequately documented air arrivals,Somalia,Africa Sub-Saharan,Male,17 and under,5
2023-06-30,2023,2,Inadequately documented air arrivals,Somalia,Africa Sub-Saharan,Male,18 to 24,3
2023-06-30,2023,2,Inadequately documented air arrivals,Somalia,Africa Sub-Saharan,Male,25 to 39,8
2023-06-30,2023,2,Inadequately documented air arrivals,Sri Lanka,Asia South,Female,17 and under,1
2023-06-30,2023,2,Inadequately documented air arrivals,Sri Lanka,Asia South,Female,18 to 24,1
2023-06-30,2023,2,Inadequately documented air arrivals,Sri Lanka,Asia South,Female,25 to 39,5
2023-06-30,2023,2,Inadequately documented air arrivals,Sri Lanka,Asia South,Female,40 and over,1
2023-06-30,2023,2,Inadequately documented air arrivals,Sri Lanka,Asia South,Male,17 and under,2
2023-06-30,2023,2,Inadequately documented air arrivals,Sri Lanka,Asia South,Male,18 to 24,18
2023-06-30,2023,2,Inadequately documented air arrivals,Sri Lanka,Asia South,Male,25 to 39,34
2023-06-30,2023,2,Inadequately documented air arrivals,Sri Lanka,Asia South,Male,40 and over,7
2023-06-30,2023,2,Inadequately documented air arrivals,Stateless,Other,Male,18 to 24,2
2023-06-30,2023,2,Inadequately documented air arrivals,Stateless,Other,Male,25 to 39,6
2023-06-30,2023,2,Inadequately documented air arrivals,Stateless,Other,Male,40 and over,3
2023-06-30,2023,2,Inadequately documented air arrivals,Sudan,Africa North,Female,17 and under,1
2023-06-30,2023,2,Inadequately documented air arrivals,Sudan,Africa North,Female,25 to 39,5
2023-06-30,2023,2,Inadequately documented air arrivals,Sudan,Africa North,Female,40 and over,1
2023-06-30,2023,2,Inadequately documented air arrivals,Sudan,Africa North,Male,17 and under,9
2023-06-30,2023,2,Inadequately documented air arrivals,Sudan,Africa North,Male,18 to 24,1
2023-06-30,2023,2,Inadequately documented air arrivals,Sudan,Africa North,Male,25 to 39,8
2023-06-30,2023,2,Inadequately documented air arrivals,Syria,Middle East,Female,17 and under,4
2023-06-30,2023,2,Inadequately documented air arrivals,Syria,Middle East,Female,18 to 24,3
2023-06-30,2023,2,Inadequately documented air arrivals,Syria,Middle East,Female,40 and over,2
2023-06-30,2023,2,Inadequately documented air arrivals,Syria,Middle East,Male,17 and under,2
2023-06-30,2023,2,Inadequately documented air arrivals,Syria,Middle East,Male,18 to 24,3
2023-06-30,2023,2,Inadequately documented air arrivals,Syria,Middle East,Male,25 to 39,4
2023-06-30,2023,2,Inadequately documented air arrivals,Syria,Middle East,Male,40 and over,3
2023-06-30,2023,2,Inadequately documented air arrivals,Trinidad and Tobago,America Central and South,Female,40 and over,1
2023-06-30,2023,2,Inadequately documented air arrivals,Turkey,Europe Other,Female,17 and under,5
2023-06-30,2023,2,Inadequately documented air arrivals,Turkey,Europe Other,Female,18 to 24,1
2023-06-30,2023,2,Inadequately documented air arrivals,Turkey,Europe Other,Female,25 to 39,3
2023-06-30,2023,2,Inadequately documented air arrivals,Turkey,Europe Other,Female,40 and over,5
2023-06-30,2023,2,Inadequately documented air arrivals,Turkey,Europe Other,Male,17 and under,7
2023-06-30,2023,2,Inadequately documented air arrivals,Turkey,Europe Other,Male,18 to 24,29
2023-06-30,2023,2,Inadequately documented air arrivals,Turkey,Europe Other,Male,25 to 39,17
2023-06-30,2023,2,Inadequately documented air arrivals,Turkey,Europe Other,Male,40 and over,8
2023-06-30,2023,2,Inadequately documented air arrivals,Uganda,Africa Sub-Saharan,Female,18 to 24,1
2023-06-30,2023,2,Inadequately documented air arrivals,Ukraine,Europe Other,Female,25 to 39,5
2023-06-30,2023,2,Inadequately documented air arrivals,Ukraine,Europe Other,Female,40 and over,3
2023-06-30,2023,2,Inadequately documented air arrivals,Ukraine,Europe Other,Male,17 and under,2
2023-06-30,2023,2,Inadequately documented air arrivals,Ukraine,Europe Other,Male,18 to 24,2
2023-06-30,2023,2,Inadequately documented air arrivals,Ukraine,Europe Other,Male,25 to 39,3
2023-06-30,2023,2,Inadequately documented air arrivals,Ukraine,Europe Other,Male,40 and over,4
2023-06-30,2023,2,Inadequately documented air arrivals,Ukraine,Europe Other,Unknown,25 to 39,1
2023-06-30,2023,2,Inadequately documented air arrivals,Vietnam,Asia South East,Female,17 and under,2
2023-06-30,2023,2,Inadequately documented air arrivals,Vietnam,Asia South East,Male,25 to 39,1
2023-06-30,2023,2,Inadequately documented air arrivals,Yemen,Middle East,Male,17 and under,1
2023-06-30,2023,2,Inadequately documented air arrivals,Zimbabwe,Africa Sub-Saharan,Male,40 and over,1
2023-06-30,2023,2,Recorded detections at UK ports,Afghanistan,Asia Central,Female,17 and under,1
2023-06-30,2023,2,Recorded detections at UK ports,Afghanistan,Asia Central,Female,18 to 24,1
2023-06-30,2023,2,Recorded detections at UK ports,Afghanistan,Asia Central,Female,25 to 39,1
2023-06-30,2023,2,Recorded detections at UK ports,Afghanistan,Asia Central,Female,40 and over,1
2023-06-30,2023,2,Recorded detections at UK ports,Afghanistan,Asia Central,Male,17 and under,4
2023-06-30,2023,2,Recorded detections at UK ports,Afghanistan,Asia Central,Male,18 to 24,2
2023-06-30,2023,2,Recorded detections at UK ports,Afghanistan,Asia Central,Male,25 to 39,4
2023-06-30,2023,2,Recorded detections at UK ports,Afghanistan,Asia Central,Male,40 and over,1
2023-06-30,2023,2,Recorded detections at UK ports,Albania,Europe Other,Male,18 to 24,3
2023-06-30,2023,2,Recorded detections at UK ports,Albania,Europe Other,Male,25 to 39,3
2023-06-30,2023,2,Recorded detections at UK ports,Albania,Europe Other,Male,40 and over,1
2023-06-30,2023,2,Recorded detections at UK ports,Egypt,Africa North,Male,17 and under,1
2023-06-30,2023,2,Recorded detections at UK ports,Egypt,Africa North,Male,25 to 39,2
2023-06-30,2023,2,Recorded detections at UK ports,Ethiopia,Africa Sub-Saharan,Male,17 and under,4
2023-06-30,2023,2,Recorded detections at UK ports,Morocco,Africa North,Male,17 and under,3
2023-06-30,2023,2,Recorded detections at UK ports,Morocco,Africa North,Male,25 to 39,4
2023-06-30,2023,2,Recorded detections at UK ports,Nepal,Asia South,Male,18 to 24,1
2023-06-30,2023,2,Recorded detections at UK ports,Nepal,Asia South,Male,25 to 39,2
2023-06-30,2023,2,Recorded detections at UK ports,Pakistan,Asia South,Male,18 to 24,1
