Date,Year,Quarter,Method of entry,Nationality,Region,Sex,Age Group,Number of detections
2018-09-30,2018,3,Inadequately documented air arrivals,"Gambia, The",Africa Sub-Saharan,Male,18 to 24,1
2018-09-30,2018,3,Inadequately documented air arrivals,"Gambia, The",Africa Sub-Saharan,Male,25 to 39,2
2018-09-30,2018,3,Inadequately documented air arrivals,Georgia,Europe Other,Female,40 and over,1
2018-09-30,2018,3,Inadequately documented air arrivals,Georgia,Europe Other,Male,40 and over,1
2018-09-30,2018,3,Inadequately documented air arrivals,Ghana,Africa Sub-Saharan,Female,40 and over,1
2018-09-30,2018,3,Inadequately documented air arrivals,Ghana,Africa Sub-Saharan,Male,25 to 39,1
2018-09-30,2018,3,Inadequately documented air arrivals,Ghana,Africa Sub-Saharan,Male,40 and over,1
2018-09-30,2018,3,Inadequately documented air arrivals,Guinea,Africa Sub-Saharan,Male,25 to 39,1
2018-09-30,2018,3,Inadequately documented air arrivals,Hong Kong,Asia East,Male,25 to 39,1
2018-09-30,2018,3,Inadequately documented air arrivals,India,Asia South,Female,18 to 24,2
2018-09-30,2018,3,Inadequately documented air arrivals,India,Asia South,Female,25 to 39,1
2018-09-30,2018,3,Inadequately documented air arrivals,India,Asia South,Male,18 to 24,1
2018-09-30,2018,3,Inadequately documented air arrivals,India,Asia South,Male,25 to 39,3
2018-09-30,2018,3,Inadequately documented air arrivals,India,Asia South,Male,40 and over,2
2018-09-30,2018,3,Inadequately documented air arrivals,Iran,Middle East,Female,17 and under,43
2018-09-30,2018,3,Inadequately documented air arrivals,Iran,Middle East,Female,18 to 24,17
2018-09-30,2018,3,Inadequately documented air arrivals,Iran,Middle East,Female,25 to 39,119
2018-09-30,2018,3,Inadequately documented air arrivals,Iran,Middle East,Female,40 and over,41
2018-09-30,2018,3,Inadequately documented air arrivals,Iran,Middle East,Male,17 and under,51
2018-09-30,2018,3,Inadequately documented air arrivals,Iran,Middle East,Male,18 to 24,32
2018-09-30,2018,3,Inadequately documented air arrivals,Iran,Middle East,Male,25 to 39,165
2018-09-30,2018,3,Inadequately documented air arrivals,Iran,Middle East,Male,40 and over,71
2018-09-30,2018,3,Inadequately documented air arrivals,Iran,Middle East,Unknown,18 to 24,1
2018-09-30,2018,3,Inadequately documented air arrivals,Iran,Middle East,Unknown,25 to 39,1
2018-09-30,2018,3,Inadequately documented air arrivals,Iran,Middle East,Unknown,40 and over,1
2018-09-30,2018,3,Inadequately documented air arrivals,Iraq,Middle East,Female,17 and under,4
2018-09-30,2018,3,Inadequately documented air arrivals,Iraq,Middle East,Female,18 to 24,4
2018-09-30,2018,3,Inadequately documented air arrivals,Iraq,Middle East,Female,25 to 39,8
2018-09-30,2018,3,Inadequately documented air arrivals,Iraq,Middle East,Female,40 and over,3
2018-09-30,2018,3,Inadequately documented air arrivals,Iraq,Middle East,Male,17 and under,3
2018-09-30,2018,3,Inadequately documented air arrivals,Iraq,Middle East,Male,18 to 24,3
2018-09-30,2018,3,Inadequately documented air arrivals,Iraq,Middle East,Male,25 to 39,7
2018-09-30,2018,3,Inadequately documented air arrivals,Iraq,Middle East,Male,40 and over,3
2018-09-30,2018,3,Inadequately documented air arrivals,Italy,EU 14,Male,18 to 24,1
2018-09-30,2018,3,Inadequately documented air arrivals,Italy,EU 14,Male,25 to 39,2
2018-09-30,2018,3,Inadequately documented air arrivals,Jamaica,America Central and South,Female,25 to 39,1
2018-09-30,2018,3,Inadequately documented air arrivals,Jordan,Middle East,Male,17 and under,1
2018-09-30,2018,3,Inadequately documented air arrivals,Jordan,Middle East,Male,25 to 39,2
2018-09-30,2018,3,Inadequately documented air arrivals,Kosovo,Europe Other,Male,25 to 39,3
2018-09-30,2018,3,Inadequately documented air arrivals,Kuwait,Middle East,Female,25 to 39,1
2018-09-30,2018,3,Inadequately documented air arrivals,Kuwait,Middle East,Female,40 and over,2
2018-09-30,2018,3,Inadequately documented air arrivals,Kuwait,Middle East,Male,17 and under,1
2018-09-30,2018,3,Inadequately documented air arrivals,Kuwait,Middle East,Male,18 to 24,6
2018-09-30,2018,3,Inadequately documented air arrivals,Kuwait,Middle East,Male,25 to 39,4
2018-09-30,2018,3,Inadequately documented air arrivals,Libya,Africa North,Male,18 to 24,1
2018-09-30,2018,3,Inadequately documented air arrivals,Lithuania,EU 8,Male,25 to 39,1
2018-09-30,2018,3,Inadequately documented air arrivals,Moldova,Europe Other,Male,25 to 39,1
2018-09-30,2018,3,Inadequately documented air arrivals,Morocco,Africa North,Male,25 to 39,2
2018-09-30,2018,3,Inadequately documented air arrivals,Nigeria,Africa Sub-Saharan,Female,17 and under,1
2018-09-30,2018,3,Inadequately documented air arrivals,Nigeria,Africa Sub-Saharan,Female,25 to 39,3
2018-09-30,2018,3,Inadequately documented air arrivals,Nigeria,Africa Sub-Saharan,Male,25 to 39,1
2018-09-30,2018,3,Inadequately documented air arrivals,Nigeria,Africa Sub-Saharan,Male,40 and over,3
2018-09-30,2018,3,Inadequately documented air arrivals,North Macedonia,Europe Other,Female,40 and over,1
2018-09-30,2018,3,Inadequately documented air arrivals,Occupied Palestinian Territories,Middle East,Female,18 to 24,1
2018-09-30,2018,3,Inadequately documented air arrivals,Occupied Palestinian Territories,Middle East,Female,25 to 39,2
2018-09-30,2018,3,Inadequately documented air arrivals,Occupied Palestinian Territories,Middle East,Male,17 and under,5
2018-09-30,2018,3,Inadequately documented air arrivals,Occupied Palestinian Territories,Middle East,Male,18 to 24,8
2018-09-30,2018,3,Inadequately documented air arrivals,Occupied Palestinian Territories,Middle East,Male,25 to 39,7
2018-09-30,2018,3,Inadequately documented air arrivals,Other and unknown,Other,Male,17 and under,1
2018-09-30,2018,3,Inadequately documented air arrivals,Other and unknown,Other,Male,25 to 39,2
2018-09-30,2018,3,Inadequately documented air arrivals,Other and unknown,Other,Male,40 and over,2
2018-09-30,2018,3,Inadequately documented air arrivals,Pakistan,Asia South,Female,18 to 24,1
2018-09-30,2018,3,Inadequately documented air arrivals,Pakistan,Asia South,Female,25 to 39,2
2018-09-30,2018,3,Inadequately documented air arrivals,Pakistan,Asia South,Male,18 to 24,2
2018-09-30,2018,3,Inadequately documented air arrivals,Pakistan,Asia South,Male,25 to 39,3
2018-09-30,2018,3,Inadequately documented air arrivals,Pakistan,Asia South,Male,40 and over,1
2018-09-30,2018,3,Inadequately documented air arrivals,Poland,EU 8,Male,25 to 39,1
2018-09-30,2018,3,Inadequately documented air arrivals,Poland,EU 8,Male,40 and over,1
2018-09-30,2018,3,Inadequately documented air arrivals,Portugal,EU 14,Female,25 to 39,1
2018-09-30,2018,3,Inadequately documented air arrivals,Qatar,Middle East,Male,25 to 39,1
2018-09-30,2018,3,Inadequately documented air arrivals,Refugee,Other,Male,25 to 39,1
2018-09-30,2018,3,Inadequately documented air arrivals,Russia,Europe Other,Female,17 and under,3
2018-09-30,2018,3,Inadequately documented air arrivals,Russia,Europe Other,Female,18 to 24,1
2018-09-30,2018,3,Inadequately documented air arrivals,Russia,Europe Other,Female,25 to 39,2
2018-09-30,2018,3,Inadequately documented air arrivals,Russia,Europe Other,Male,17 and under,2
2018-09-30,2018,3,Inadequately documented air arrivals,Russia,Europe Other,Male,25 to 39,4
2018-09-30,2018,3,Inadequately documented air arrivals,Saudi Arabia,Middle East,Female,40 and over,1
2018-09-30,2018,3,Inadequately documented air arrivals,Serbia,Europe Other,Male,40 and over,1
2018-09-30,2018,3,Inadequately documented air arrivals,Somalia,Africa Sub-Saharan,Female,17 and under,2
2018-09-30,2018,3,Inadequately documented air arrivals,Somalia,Africa Sub-Saharan,Female,18 to 24,2
2018-09-30,2018,3,Inadequately documented air arrivals,Somalia,Africa Sub-Saharan,Female,25 to 39,5
2018-09-30,2018,3,Inadequately documented air arrivals,Somalia,Africa Sub-Saharan,Female,40 and over,1
2018-09-30,2018,3,Inadequately documented air arrivals,Somalia,Africa Sub-Saharan,Male,17 and under,2
2018-09-30,2018,3,Inadequately documented air arrivals,Somalia,Africa Sub-Saharan,Male,18 to 24,2
2018-09-30,2018,3,Inadequately documented air arrivals,Somalia,Africa Sub-Saharan,Male,25 to 39,5
2018-09-30,2018,3,Inadequately documented air arrivals,South Africa,Africa Sub-Saharan,Female,25 to 39,1
2018-09-30,2018,3,Inadequately documented air arrivals,South Africa,Africa Sub-Saharan,Male,17 and under,1
2018-09-30,2018,3,Inadequately documented air arrivals,Sri Lanka,Asia South,Female,18 to 24,2
2018-09-30,2018,3,Inadequately documented air arrivals,Sri Lanka,Asia South,Female,25 to 39,1
2018-09-30,2018,3,Inadequately documented air arrivals,Sri Lanka,Asia South,Male,17 and under,3
2018-09-30,2018,3,Inadequately documented air arrivals,Sri Lanka,Asia South,Male,18 to 24,16
2018-09-30,2018,3,Inadequately documented air arrivals,Sri Lanka,Asia South,Male,25 to 39,14
2018-09-30,2018,3,Inadequately documented air arrivals,Sri Lanka,Asia South,Male,40 and over,6
2018-09-30,2018,3,Inadequately documented air arrivals,Sri Lanka,Asia South,Unknown,18 to 24,1
2018-09-30,2018,3,Inadequately documented air arrivals,Stateless,Other,Female,17 and under,3
2018-09-30,2018,3,Inadequately documented air arrivals,Stateless,Other,Female,18 to 24,1
2018-09-30,2018,3,Inadequately documented air arrivals,Stateless,Other,Female,25 to 39,5
2018-09-30,2018,3,Inadequately documented air arrivals,Stateless,Other,Female,40 and over,2
2018-09-30,2018,3,Inadequately documented air arrivals,Stateless,Other,Male,17 and under,6
2018-09-30,2018,3,Inadequately documented air arrivals,Stateless,Other,Male,18 to 24,4
2018-09-30,2018,3,Inadequately documented air arrivals,Stateless,Other,Male,25 to 39,10
2018-09-30,2018,3,Inadequately documented air arrivals,Stateless,Other,Male,40 and over,5
2018-09-30,2018,3,Inadequately documented air arrivals,Sudan,Africa North,Female,17 and under,6
2018-09-30,2018,3,Inadequately documented air arrivals,Sudan,Africa North,Female,18 to 24,3
2018-09-30,2018,3,Inadequately documented air arrivals,Sudan,Africa North,Female,25 to 39,5
2018-09-30,2018,3,Inadequately documented air arrivals,Sudan,Africa North,Male,17 and under,5
2018-09-30,2018,3,Inadequately documented air arrivals,Sudan,Africa North,Male,18 to 24,2
2018-09-30,2018,3,Inadequately documented air arrivals,Sudan,Africa North,Male,25 to 39,14
2018-09-30,2018,3,Inadequately documented air arrivals,Sudan,Africa North,Male,40 and over,3
2018-09-30,2018,3,Inadequately documented air arrivals,Syria,Middle East,Female,17 and under,1
2018-09-30,2018,3,Inadequately documented air arrivals,Syria,Middle East,Female,18 to 24,4
2018-09-30,2018,3,Inadequately documented air arrivals,Syria,Middle East,Female,25 to 39,2
2018-09-30,2018,3,Inadequately documented air arrivals,Syria,Middle East,Female,40 and over,2
2018-09-30,2018,3,Inadequately documented air arrivals,Syria,Middle East,Male,17 and under,2
2018-09-30,2018,3,Inadequately documented air arrivals,Syria,Middle East,Male,18 to 24,5
2018-09-30,2018,3,Inadequately documented air arrivals,Syria,Middle East,Male,25 to 39,16
2018-09-30,2018,3,Inadequately documented air arrivals,Syria,Middle East,Male,40 and over,4
2018-09-30,2018,3,Inadequately documented air arrivals,Turkey,Europe Other,Female,17 and under,4
2018-09-30,2018,3,Inadequately documented air arrivals,Turkey,Europe Other,Female,18 to 24,7
2018-09-30,2018,3,Inadequately documented air arrivals,Turkey,Europe Other,Female,25 to 39,8
2018-09-30,2018,3,Inadequately documented air arrivals,Turkey,Europe Other,Male,17 and under,5
2018-09-30,2018,3,Inadequately documented air arrivals,Turkey,Europe Other,Male,18 to 24,9
2018-09-30,2018,3,Inadequately documented air arrivals,Turkey,Europe Other,Male,25 to 39,16
2018-09-30,2018,3,Inadequately documented air arrivals,Turkey,Europe Other,Male,40 and over,2
2018-09-30,2018,3,Inadequately documented air arrivals,Turkey,Europe Other,Unknown,25 to 39,1
2018-09-30,2018,3,Inadequately documented air arrivals,Ukraine,Europe Other,Female,18 to 24,1
2018-09-30,2018,3,Inadequately documented air arrivals,Ukraine,Europe Other,Male,18 to 24,3
2018-09-30,2018,3,Inadequately documented air arrivals,Ukraine,Europe Other,Male,25 to 39,4
2018-09-30,2018,3,Inadequately documented air arrivals,Ukraine,Europe Other,Male,40 and over,2
2018-09-30,2018,3,Inadequately documented air arrivals,United States,America North,Male,18 to 24,1
2018-09-30,2018,3,Inadequately documented air arrivals,United States,America North,Male,25 to 39,2
2018-09-30,2018,3,Inadequately documented air arrivals,United States,America North,Male,40 and over,2
2018-09-30,2018,3,Inadequately documented air arrivals,United States,America North,Unknown,18 to 24,1
2018-09-30,2018,3,Inadequately documented air arrivals,Vietnam,Asia South East,Female,17 and under,1
2018-09-30,2018,3,Inadequately documented air arrivals,Vietnam,Asia South East,Female,40 and over,1
2018-09-30,2018,3,Inadequately documented air arrivals,Yemen,Middle East,Female,17 and under,1
2018-09-30,2018,3,Inadequately documented air arrivals,Yemen,Middle East,Male,18 to 24,2
2018-09-30,2018,3,Inadequately documented air arrivals,Yemen,Middle East,Male,25 to 39,2
2018-09-30,2018,3,Inadequately documented air arrivals,Zimbabwe,Africa Sub-Saharan,Male,40 and over,1
2018-09-30,2018,3,Recorded detections at UK ports,Afghanistan,Asia Central,Female,17 and under,1
2018-09-30,2018,3,Recorded detections at UK ports,Afghanistan,Asia Central,Female,25 to 39,1
2018-09-30,2018,3,Recorded detections at UK ports,Afghanistan,Asia Central,Male,17 and under,3
2018-09-30,2018,3,Recorded detections at UK ports,Afghanistan,Asia Central,Male,18 to 24,2
2018-09-30,2018,3,Recorded detections at UK ports,Afghanistan,Asia Central,Male,25 to 39,7
2018-09-30,2018,3,Recorded detections at UK ports,Albania,Europe Other,Female,17 and under,1
2018-09-30,2018,3,Recorded detections at UK ports,Albania,Europe Other,Male,17 and under,10
2018-09-30,2018,3,Recorded detections at UK ports,Albania,Europe Other,Male,18 to 24,24
2018-09-30,2018,3,Recorded detections at UK ports,Albania,Europe Other,Male,25 to 39,18
2018-09-30,2018,3,Recorded detections at UK ports,Albania,Europe Other,Male,40 and over,2
2018-09-30,2018,3,Recorded detections at UK ports,Algeria,Africa North,Male,17 and under,11
2018-09-30,2018,3,Recorded detections at UK ports,Algeria,Africa North,Male,18 to 24,4
2018-09-30,2018,3,Recorded detections at UK ports,Algeria,Africa North,Male,25 to 39,7
2018-09-30,2018,3,Recorded detections at UK ports,Chad,Africa Sub-Saharan,Male,18 to 24,1
2018-09-30,2018,3,Recorded detections at UK ports,Egypt,Africa North,Male,17 and under,1
2018-09-30,2018,3,Recorded detections at UK ports,Eritrea,Africa Sub-Saharan,Female,17 and under,7
2018-09-30,2018,3,Recorded detections at UK ports,Eritrea,Africa Sub-Saharan,Female,18 to 24,3
2018-09-30,2018,3,Recorded detections at UK ports,Eritrea,Africa Sub-Saharan,Female,25 to 39,9
2018-09-30,2018,3,Recorded detections at UK ports,Eritrea,Africa Sub-Saharan,Male,17 and under,17
2018-09-30,2018,3,Recorded detections at UK ports,Eritrea,Africa Sub-Saharan,Male,18 to 24,9
2018-09-30,2018,3,Recorded detections at UK ports,Eritrea,Africa Sub-Saharan,Male,25 to 39,19
2018-09-30,2018,3,Recorded detections at UK ports,Eritrea,Africa Sub-Saharan,Male,40 and over,2
2018-09-30,2018,3,Recorded detections at UK ports,India,Asia South,Male,17 and under,1
2018-09-30,2018,3,Recorded detections at UK ports,India,Asia South,Male,18 to 24,6
2018-09-30,2018,3,Recorded detections at UK ports,India,Asia South,Male,25 to 39,3
2018-09-30,2018,3,Recorded detections at UK ports,Iran,Middle East,Male,17 and under,1
2018-09-30,2018,3,Recorded detections at UK ports,Iran,Middle East,Male,18 to 24,1
2018-09-30,2018,3,Recorded detections at UK ports,Iran,Middle East,Male,25 to 39,2
2018-09-30,2018,3,Recorded detections at UK ports,Iraq,Middle East,Male,17 and under,3
2018-09-30,2018,3,Recorded detections at UK ports,Iraq,Middle East,Male,18 to 24,3
2018-09-30,2018,3,Recorded detections at UK ports,Kuwait,Middle East,Male,25 to 39,1
2018-09-30,2018,3,Recorded detections at UK ports,Libya,Africa North,Male,17 and under,5
2018-09-30,2018,3,Recorded detections at UK ports,Libya,Africa North,Male,18 to 24,7
2018-09-30,2018,3,Recorded detections at UK ports,Libya,Africa North,Male,25 to 39,1
2018-09-30,2018,3,Recorded detections at UK ports,Morocco,Africa North,Male,17 and under,2
2018-09-30,2018,3,Recorded detections at UK ports,Morocco,Africa North,Male,18 to 24,5
2018-09-30,2018,3,Recorded detections at UK ports,Niger,Africa Sub-Saharan,Male,17 and under,1
2018-09-30,2018,3,Recorded detections at UK ports,Sudan,Africa North,Male,17 and under,18
2018-09-30,2018,3,Recorded detections at UK ports,Sudan,Africa North,Male,18 to 24,7
2018-09-30,2018,3,Recorded detections at UK ports,Sudan,Africa North,Male,25 to 39,8
2018-09-30,2018,3,Recorded detections at UK ports,Syria,Middle East,Male,17 and under,2
2018-09-30,2018,3,Recorded detections at UK ports,Syria,Middle East,Male,18 to 24,3
2018-09-30,2018,3,Recorded detections at UK ports,Syria,Middle East,Male,25 to 39,4
2018-09-30,2018,3,Recorded detections at UK ports,Tunisia,Africa North,Male,17 and under,1
2018-09-30,2018,3,Recorded detections at UK ports,Vietnam,Asia South East,Male,17 and under,7
2018-09-30,2018,3,Recorded detections at UK ports,Vietnam,Asia South East,Male,18 to 24,1
2018-09-30,2018,3,Recorded detections at UK ports,Vietnam,Asia South East,Male,25 to 39,2
2018-09-30,2018,3,Recorded detections in the UK,Afghanistan,Asia Central,Female,17 and under,5
2018-09-30,2018,3,Recorded detections in the UK,Afghanistan,Asia Central,Female,18 to 24,1
2018-09-30,2018,3,Recorded detections in the UK,Afghanistan,Asia Central,Female,25 to 39,3
2018-09-30,2018,3,Recorded detections in the UK,Afghanistan,Asia Central,Female,40 and over,3
2018-09-30,2018,3,Recorded detections in the UK,Afghanistan,Asia Central,Male,17 and under,30
2018-09-30,2018,3,Recorded detections in the UK,Afghanistan,Asia Central,Male,18 to 24,28
2018-09-30,2018,3,Recorded detections in the UK,Afghanistan,Asia Central,Male,25 to 39,17
2018-09-30,2018,3,Recorded detections in the UK,Afghanistan,Asia Central,Male,40 and over,5
2018-09-30,2018,3,Recorded detections in the UK,Albania,Europe Other,Female,17 and under,3
2018-09-30,2018,3,Recorded detections in the UK,Albania,Europe Other,Female,18 to 24,4
2018-09-30,2018,3,Recorded detections in the UK,Albania,Europe Other,Female,25 to 39,7
2018-09-30,2018,3,Recorded detections in the UK,Albania,Europe Other,Male,17 and under,14
2018-09-30,2018,3,Recorded detections in the UK,Albania,Europe Other,Male,18 to 24,36
2018-09-30,2018,3,Recorded detections in the UK,Albania,Europe Other,Male,25 to 39,38
2018-09-30,2018,3,Recorded detections in the UK,Albania,Europe Other,Male,40 and over,1
2018-09-30,2018,3,Recorded detections in the UK,Algeria,Africa North,Male,18 to 24,2
2018-09-30,2018,3,Recorded detections in the UK,Algeria,Africa North,Male,25 to 39,2
2018-09-30,2018,3,Recorded detections in the UK,Bangladesh,Asia South,Male,17 and under,1
2018-09-30,2018,3,Recorded detections in the UK,Chad,Africa Sub-Saharan,Male,18 to 24,2
2018-09-30,2018,3,Recorded detections in the UK,Chad,Africa Sub-Saharan,Male,25 to 39,1
2018-09-30,2018,3,Recorded detections in the UK,China,Asia East,Female,25 to 39,1
2018-09-30,2018,3,Recorded detections in the UK,Egypt,Africa North,Male,17 and under,1
2018-09-30,2018,3,Recorded detections in the UK,Egypt,Africa North,Male,18 to 24,2
2018-09-30,2018,3,Recorded detections in the UK,Egypt,Africa North,Male,25 to 39,2
2018-09-30,2018,3,Recorded detections in the UK,Eritrea,Africa Sub-Saharan,Female,17 and under,9
2018-09-30,2018,3,Recorded detections in the UK,Eritrea,Africa Sub-Saharan,Female,18 to 24,24
2018-09-30,2018,3,Recorded detections in the UK,Eritrea,Africa Sub-Saharan,Female,25 to 39,12
2018-09-30,2018,3,Recorded detections in the UK,Eritrea,Africa Sub-Saharan,Female,40 and over,2
2018-09-30,2018,3,Recorded detections in the UK,Eritrea,Africa Sub-Saharan,Male,17 and under,125
2018-09-30,2018,3,Recorded detections in the UK,Eritrea,Africa Sub-Saharan,Male,18 to 24,116
2018-09-30,2018,3,Recorded detections in the UK,Eritrea,Africa Sub-Saharan,Male,25 to 39,107
2018-09-30,2018,3,Recorded detections in the UK,Eritrea,Africa Sub-Saharan,Male,40 and over,12
2018-09-30,2018,3,Recorded detections in the UK,Ethiopia,Africa Sub-Saharan,Female,18 to 24,4
2018-09-30,2018,3,Recorded detections in the UK,Ethiopia,Africa Sub-Saharan,Female,25 to 39,2
2018-09-30,2018,3,Recorded detections in the UK,Ethiopia,Africa Sub-Saharan,Male,17 and under,15
2018-09-30,2018,3,Recorded detections in the UK,Ethiopia,Africa Sub-Saharan,Male,18 to 24,13
2018-09-30,2018,3,Recorded detections in the UK,Ethiopia,Africa Sub-Saharan,Male,25 to 39,17
2018-09-30,2018,3,Recorded detections in the UK,Ethiopia,Africa Sub-Saharan,Male,40 and over,3
2018-09-30,2018,3,Recorded detections in the UK,"Gambia, The",Africa Sub-Saharan,Male,18 to 24,1
2018-09-30,2018,3,Recorded detections in the UK,Germany,EU 14,Male,17 and under,2
2018-09-30,2018,3,Recorded detections in the UK,Guinea,Africa Sub-Saharan,Male,17 and under,3
2018-09-30,2018,3,Recorded detections in the UK,Guinea,Africa Sub-Saharan,Male,18 to 24,1
2018-09-30,2018,3,Recorded detections in the UK,Guinea-Bissau,Africa Sub-Saharan,Male,17 and under,1
2018-09-30,2018,3,Recorded detections in the UK,India,Asia South,Female,25 to 39,2
2018-09-30,2018,3,Recorded detections in the UK,India,Asia South,Male,18 to 24,1
2018-09-30,2018,3,Recorded detections in the UK,Iran,Middle East,Female,17 and under,5
2018-09-30,2018,3,Recorded detections in the UK,Iran,Middle East,Female,18 to 24,6
2018-09-30,2018,3,Recorded detections in the UK,Iran,Middle East,Female,25 to 39,9
2018-09-30,2018,3,Recorded detections in the UK,Iran,Middle East,Female,40 and over,5
2018-09-30,2018,3,Recorded detections in the UK,Iran,Middle East,Male,17 and under,54
2018-09-30,2018,3,Recorded detections in the UK,Iran,Middle East,Male,18 to 24,92
2018-09-30,2018,3,Recorded detections in the UK,Iran,Middle East,Male,25 to 39,120
2018-09-30,2018,3,Recorded detections in the UK,Iran,Middle East,Male,40 and over,21
2018-09-30,2018,3,Recorded detections in the UK,Iraq,Middle East,Female,17 and under,31
2018-09-30,2018,3,Recorded detections in the UK,Iraq,Middle East,Female,18 to 24,15
2018-09-30,2018,3,Recorded detections in the UK,Iraq,Middle East,Female,25 to 39,58
2018-09-30,2018,3,Recorded detections in the UK,Iraq,Middle East,Female,40 and over,4
2018-09-30,2018,3,Recorded detections in the UK,Iraq,Middle East,Male,17 and under,107
2018-09-30,2018,3,Recorded detections in the UK,Iraq,Middle East,Male,18 to 24,146
2018-09-30,2018,3,Recorded detections in the UK,Iraq,Middle East,Male,25 to 39,188
2018-09-30,2018,3,Recorded detections in the UK,Iraq,Middle East,Male,40 and over,16
2018-09-30,2018,3,Recorded detections in the UK,Ivory Coast,Africa Sub-Saharan,Male,17 and under,1
2018-09-30,2018,3,Recorded detections in the UK,Kazakhstan,Asia Central,Male,25 to 39,2
2018-09-30,2018,3,Recorded detections in the UK,Kosovo,Europe Other,Female,17 and under,1
2018-09-30,2018,3,Recorded detections in the UK,Kosovo,Europe Other,Female,25 to 39,1
2018-09-30,2018,3,Recorded detections in the UK,Kuwait,Middle East,Female,17 and under,1
2018-09-30,2018,3,Recorded detections in the UK,Kuwait,Middle East,Female,25 to 39,1
2018-09-30,2018,3,Recorded detections in the UK,Kuwait,Middle East,Male,18 to 24,2
2018-09-30,2018,3,Recorded detections in the UK,Kuwait,Middle East,Male,25 to 39,3
2018-09-30,2018,3,Recorded detections in the UK,Kuwait,Middle East,Male,40 and over,1
2018-09-30,2018,3,Recorded detections in the UK,Libya,Africa North,Male,17 and under,2
2018-09-30,2018,3,Recorded detections in the UK,Libya,Africa North,Male,18 to 24,2
2018-09-30,2018,3,Recorded detections in the UK,Libya,Africa North,Male,25 to 39,5
2018-09-30,2018,3,Recorded detections in the UK,Libya,Africa North,Male,40 and over,1
2018-09-30,2018,3,Recorded detections in the UK,Lithuania,EU 8,Male,25 to 39,1
2018-09-30,2018,3,Recorded detections in the UK,Mali,Africa Sub-Saharan,Male,17 and under,1
2018-09-30,2018,3,Recorded detections in the UK,Morocco,Africa North,Male,18 to 24,1
2018-09-30,2018,3,Recorded detections in the UK,Other and unknown,Other,Female,25 to 39,1
2018-09-30,2018,3,Recorded detections in the UK,Other and unknown,Other,Male,17 and under,2
2018-09-30,2018,3,Recorded detections in the UK,Other and unknown,Other,Male,18 to 24,1
2018-09-30,2018,3,Recorded detections in the UK,Pakistan,Asia South,Female,18 to 24,1
2018-09-30,2018,3,Recorded detections in the UK,Pakistan,Asia South,Male,17 and under,2
2018-09-30,2018,3,Recorded detections in the UK,Pakistan,Asia South,Male,18 to 24,6
2018-09-30,2018,3,Recorded detections in the UK,Pakistan,Asia South,Male,25 to 39,2
2018-09-30,2018,3,Recorded detections in the UK,Romania,EU 2,Male,25 to 39,1
2018-09-30,2018,3,Recorded detections in the UK,Saudi Arabia,Middle East,Male,17 and under,1
2018-09-30,2018,3,Recorded detections in the UK,Saudi Arabia,Middle East,Male,25 to 39,1
2018-09-30,2018,3,Recorded detections in the UK,Sierra Leone,Africa Sub-Saharan,Male,17 and under,1
2018-09-30,2018,3,Recorded detections in the UK,Somalia,Africa Sub-Saharan,Male,17 and under,3
2018-09-30,2018,3,Recorded detections in the UK,Somalia,Africa Sub-Saharan,Male,18 to 24,1
2018-09-30,2018,3,Recorded detections in the UK,Sri Lanka,Asia South,Female,25 to 39,1
2018-09-30,2018,3,Recorded detections in the UK,Sri Lanka,Asia South,Male,25 to 39,1
2018-09-30,2018,3,Recorded detections in the UK,Stateless,Other,Female,25 to 39,1
2018-09-30,2018,3,Recorded detections in the UK,Stateless,Other,Male,25 to 39,3
2018-09-30,2018,3,Recorded detections in the UK,Stateless,Other,Male,40 and over,4
2018-09-30,2018,3,Recorded detections in the UK,Sudan,Africa North,Female,25 to 39,1
2018-09-30,2018,3,Recorded detections in the UK,Sudan,Africa North,Male,17 and under,113
2018-09-30,2018,3,Recorded detections in the UK,Sudan,Africa North,Male,18 to 24,75
2018-09-30,2018,3,Recorded detections in the UK,Sudan,Africa North,Male,25 to 39,110
2018-09-30,2018,3,Recorded detections in the UK,Sudan,Africa North,Male,40 and over,7
2018-09-30,2018,3,Recorded detections in the UK,Syria,Middle East,Female,17 and under,5
2018-09-30,2018,3,Recorded detections in the UK,Syria,Middle East,Female,18 to 24,1
2018-09-30,2018,3,Recorded detections in the UK,Syria,Middle East,Female,25 to 39,2
2018-09-30,2018,3,Recorded detections in the UK,Syria,Middle East,Female,40 and over,2
2018-09-30,2018,3,Recorded detections in the UK,Syria,Middle East,Male,17 and under,8
2018-09-30,2018,3,Recorded detections in the UK,Syria,Middle East,Male,18 to 24,10
2018-09-30,2018,3,Recorded detections in the UK,Syria,Middle East,Male,25 to 39,17
2018-09-30,2018,3,Recorded detections in the UK,Syria,Middle East,Male,40 and over,1
2018-09-30,2018,3,Recorded detections in the UK,Thailand,Asia South East,Male,25 to 39,1
2018-09-30,2018,3,Recorded detections in the UK,Turkey,Europe Other,Male,17 and under,2
2018-09-30,2018,3,Recorded detections in the UK,Ukraine,Europe Other,Male,18 to 24,1
2018-09-30,2018,3,Recorded detections in the UK,Ukraine,Europe Other,Male,25 to 39,1
2018-09-30,2018,3,Recorded detections in the UK,Vietnam,Asia South East,Female,17 and under,3
2018-09-30,2018,3,Recorded detections in the UK,Vietnam,Asia South East,Female,18 to 24,1
2018-09-30,2018,3,Recorded detections in the UK,Vietnam,Asia South East,Male,17 and under,12
