Date,Year,Quarter,Return type group,Return type,Return destination,Return destination region,Number of returns
2019-12-31,2019,4,Voluntary return,Assisted returns,Armenia,Europe Other,1
2019-12-31,2019,4,Voluntary return,Assisted returns,Australia,Oceania,2
2019-12-31,2019,4,Voluntary return,Assisted returns,Bangladesh,Asia South,9
2019-12-31,2019,4,Voluntary return,Assisted returns,Barbados,America Central and South,2
2019-12-31,2019,4,Voluntary return,Assisted returns,Brazil,America Central and South,159
2019-12-31,2019,4,Voluntary return,Assisted returns,Cape Verde,Africa Sub-Saharan,1
2019-12-31,2019,4,Voluntary return,Assisted returns,Chile,America Central and South,1
2019-12-31,2019,4,Voluntary return,Assisted returns,China,Asia East,7
2019-12-31,2019,4,Voluntary return,Assisted returns,Dominica,America Central and South,2
2019-12-31,2019,4,Voluntary return,Assisted returns,East Timor,Asia South East,1
2019-12-31,2019,4,Voluntary return,Assisted returns,Egypt,Africa North,2
2019-12-31,2019,4,Voluntary return,Assisted returns,El Salvador,America Central and South,19
2019-12-31,2019,4,Voluntary return,Assisted returns,Ethiopia,Africa Sub-Saharan,1
2019-12-31,2019,4,Voluntary return,Assisted returns,Fiji,Oceania,1
2019-12-31,2019,4,Voluntary return,Assisted returns,"Gambia, The",Africa Sub-Saharan,5
2019-12-31,2019,4,Voluntary return,Assisted returns,Georgia,Europe Other,1
2019-12-31,2019,4,Voluntary return,Assisted returns,Ghana,Africa Sub-Saharan,3
2019-12-31,2019,4,Voluntary return,Assisted returns,Honduras,America Central and South,3
2019-12-31,2019,4,Voluntary return,Assisted returns,Hungary,EU 8,1
2019-12-31,2019,4,Voluntary return,Assisted returns,India,Asia South,98
2019-12-31,2019,4,Voluntary return,Assisted returns,Indonesia,Asia South East,2
2019-12-31,2019,4,Voluntary return,Assisted returns,Iran,Middle East,10
2019-12-31,2019,4,Voluntary return,Assisted returns,Iraq,Middle East,21
2019-12-31,2019,4,Voluntary return,Assisted returns,Ivory Coast,Africa Sub-Saharan,2
2019-12-31,2019,4,Voluntary return,Assisted returns,Jamaica,America Central and South,4
2019-12-31,2019,4,Voluntary return,Assisted returns,Jordan,Middle East,2
2019-12-31,2019,4,Voluntary return,Assisted returns,Kenya,Africa Sub-Saharan,2
2019-12-31,2019,4,Voluntary return,Assisted returns,Kosovo,Europe Other,1
2019-12-31,2019,4,Voluntary return,Assisted returns,Kyrgyzstan,Asia Central,1
2019-12-31,2019,4,Voluntary return,Assisted returns,Latvia,EU 8,1
2019-12-31,2019,4,Voluntary return,Assisted returns,Lithuania,EU 8,1
2019-12-31,2019,4,Voluntary return,Assisted returns,Malaysia,Asia South East,9
2019-12-31,2019,4,Voluntary return,Assisted returns,Mauritius,Africa Sub-Saharan,4
2019-12-31,2019,4,Voluntary return,Assisted returns,Mexico,America Central and South,2
2019-12-31,2019,4,Voluntary return,Assisted returns,Mongolia,Asia East,2
2019-12-31,2019,4,Voluntary return,Assisted returns,Namibia,Africa Sub-Saharan,5
2019-12-31,2019,4,Voluntary return,Assisted returns,New Zealand,Oceania,1
2019-12-31,2019,4,Voluntary return,Assisted returns,Nigeria,Africa Sub-Saharan,3
2019-12-31,2019,4,Voluntary return,Assisted returns,Pakistan,Asia South,26
2019-12-31,2019,4,Voluntary return,Assisted returns,Philippines,Asia South East,6
2019-12-31,2019,4,Voluntary return,Assisted returns,Poland,EU 8,2
2019-12-31,2019,4,Voluntary return,Assisted returns,Romania,EU 2,2
2019-12-31,2019,4,Voluntary return,Assisted returns,Russia,Europe Other,1
2019-12-31,2019,4,Voluntary return,Assisted returns,Saudi Arabia,Middle East,1
2019-12-31,2019,4,Voluntary return,Assisted returns,Somalia,Africa Sub-Saharan,1
2019-12-31,2019,4,Voluntary return,Assisted returns,South Africa,Africa Sub-Saharan,7
2019-12-31,2019,4,Voluntary return,Assisted returns,Sri Lanka,Asia South,10
2019-12-31,2019,4,Voluntary return,Assisted returns,St. Lucia,America Central and South,3
2019-12-31,2019,4,Voluntary return,Assisted returns,Sudan,Africa North,4
2019-12-31,2019,4,Voluntary return,Assisted returns,Sweden,EU 14,1
2019-12-31,2019,4,Voluntary return,Assisted returns,Thailand,Asia South East,1
2019-12-31,2019,4,Voluntary return,Assisted returns,Trinidad and Tobago,America Central and South,4
2019-12-31,2019,4,Voluntary return,Assisted returns,Turkey,Europe Other,1
2019-12-31,2019,4,Voluntary return,Assisted returns,Uganda,Africa Sub-Saharan,2
2019-12-31,2019,4,Voluntary return,Assisted returns,Ukraine,Europe Other,2
2019-12-31,2019,4,Voluntary return,Assisted returns,United States,America North,7
2019-12-31,2019,4,Voluntary return,Assisted returns,Zimbabwe,Africa Sub-Saharan,5
2019-12-31,2019,4,Voluntary return,Controlled returns,Afghanistan,Asia Central,3
2019-12-31,2019,4,Voluntary return,Controlled returns,Albania,Europe Other,22
2019-12-31,2019,4,Voluntary return,Controlled returns,Algeria,Africa North,8
2019-12-31,2019,4,Voluntary return,Controlled returns,Argentina,America Central and South,1
2019-12-31,2019,4,Voluntary return,Controlled returns,Australia,Oceania,8
2019-12-31,2019,4,Voluntary return,Controlled returns,"Bahamas, The",America Central and South,1
2019-12-31,2019,4,Voluntary return,Controlled returns,Bahrain,Middle East,1
2019-12-31,2019,4,Voluntary return,Controlled returns,Bangladesh,Asia South,31
2019-12-31,2019,4,Voluntary return,Controlled returns,Barbados,America Central and South,1
2019-12-31,2019,4,Voluntary return,Controlled returns,Belize,America Central and South,1
2019-12-31,2019,4,Voluntary return,Controlled returns,Bolivia,America Central and South,1
2019-12-31,2019,4,Voluntary return,Controlled returns,Brazil,America Central and South,40
2019-12-31,2019,4,Voluntary return,Controlled returns,Burma,Asia South East,1
2019-12-31,2019,4,Voluntary return,Controlled returns,Cameroon,Africa Sub-Saharan,3
2019-12-31,2019,4,Voluntary return,Controlled returns,Canada,America North,5
2019-12-31,2019,4,Voluntary return,Controlled returns,China,Asia East,17
2019-12-31,2019,4,Voluntary return,Controlled returns,Colombia,America Central and South,1
2019-12-31,2019,4,Voluntary return,Controlled returns,Cyprus,EU Other,1
2019-12-31,2019,4,Voluntary return,Controlled returns,Denmark,EU 14,3
2019-12-31,2019,4,Voluntary return,Controlled returns,Dominican Republic,America Central and South,1
2019-12-31,2019,4,Voluntary return,Controlled returns,Ecuador,America Central and South,1
2019-12-31,2019,4,Voluntary return,Controlled returns,Egypt,Africa North,3
2019-12-31,2019,4,Voluntary return,Controlled returns,Fiji,Oceania,2
2019-12-31,2019,4,Voluntary return,Controlled returns,France,EU 14,11
2019-12-31,2019,4,Voluntary return,Controlled returns,"Gambia, The",Africa Sub-Saharan,1
2019-12-31,2019,4,Voluntary return,Controlled returns,Georgia,Europe Other,3
2019-12-31,2019,4,Voluntary return,Controlled returns,Germany,EU 14,3
2019-12-31,2019,4,Voluntary return,Controlled returns,Ghana,Africa Sub-Saharan,8
2019-12-31,2019,4,Voluntary return,Controlled returns,Greece,EU 14,1
2019-12-31,2019,4,Voluntary return,Controlled returns,Hong Kong,Asia East,3
2019-12-31,2019,4,Voluntary return,Controlled returns,India,Asia South,179
2019-12-31,2019,4,Voluntary return,Controlled returns,Indonesia,Asia South East,1
2019-12-31,2019,4,Voluntary return,Controlled returns,Iran,Middle East,4
2019-12-31,2019,4,Voluntary return,Controlled returns,Iraq,Middle East,4
2019-12-31,2019,4,Voluntary return,Controlled returns,Ireland,EU 14,32
2019-12-31,2019,4,Voluntary return,Controlled returns,Italy,EU 14,10
2019-12-31,2019,4,Voluntary return,Controlled returns,Jamaica,America Central and South,7
2019-12-31,2019,4,Voluntary return,Controlled returns,Japan,Asia East,1
2019-12-31,2019,4,Voluntary return,Controlled returns,Jordan,Middle East,1
2019-12-31,2019,4,Voluntary return,Controlled returns,Kenya,Africa Sub-Saharan,3
2019-12-31,2019,4,Voluntary return,Controlled returns,Kuwait,Middle East,5
2019-12-31,2019,4,Voluntary return,Controlled returns,Latvia,EU 8,1
2019-12-31,2019,4,Voluntary return,Controlled returns,Lebanon,Middle East,1
2019-12-31,2019,4,Voluntary return,Controlled returns,Libya,Africa North,1
2019-12-31,2019,4,Voluntary return,Controlled returns,Malaysia,Asia South East,7
2019-12-31,2019,4,Voluntary return,Controlled returns,Malta,EU Other,1
2019-12-31,2019,4,Voluntary return,Controlled returns,Mauritius,Africa Sub-Saharan,6
2019-12-31,2019,4,Voluntary return,Controlled returns,Mongolia,Asia East,1
2019-12-31,2019,4,Voluntary return,Controlled returns,Morocco,Africa North,3
2019-12-31,2019,4,Voluntary return,Controlled returns,Namibia,Africa Sub-Saharan,1
2019-12-31,2019,4,Voluntary return,Controlled returns,Nepal,Asia South,10
2019-12-31,2019,4,Voluntary return,Controlled returns,Netherlands,EU 14,1
2019-12-31,2019,4,Voluntary return,Controlled returns,New Zealand,Oceania,1
2019-12-31,2019,4,Voluntary return,Controlled returns,Nigeria,Africa Sub-Saharan,35
2019-12-31,2019,4,Voluntary return,Controlled returns,Oman,Middle East,4
2019-12-31,2019,4,Voluntary return,Controlled returns,Other and unknown,Other,46
2019-12-31,2019,4,Voluntary return,Controlled returns,Pakistan,Asia South,93
2019-12-31,2019,4,Voluntary return,Controlled returns,Philippines,Asia South East,13
2019-12-31,2019,4,Voluntary return,Controlled returns,Portugal,EU 14,5
2019-12-31,2019,4,Voluntary return,Controlled returns,Qatar,Middle East,1
2019-12-31,2019,4,Voluntary return,Controlled returns,Romania,EU 2,3
2019-12-31,2019,4,Voluntary return,Controlled returns,Russia,Europe Other,4
2019-12-31,2019,4,Voluntary return,Controlled returns,Saudi Arabia,Middle East,11
2019-12-31,2019,4,Voluntary return,Controlled returns,Serbia,Europe Other,1
2019-12-31,2019,4,Voluntary return,Controlled returns,Sierra Leone,Africa Sub-Saharan,3
2019-12-31,2019,4,Voluntary return,Controlled returns,Singapore,Asia South East,3
2019-12-31,2019,4,Voluntary return,Controlled returns,South Africa,Africa Sub-Saharan,6
2019-12-31,2019,4,Voluntary return,Controlled returns,Spain,EU 14,7
2019-12-31,2019,4,Voluntary return,Controlled returns,Sri Lanka,Asia South,5
2019-12-31,2019,4,Voluntary return,Controlled returns,St. Lucia,America Central and South,2
2019-12-31,2019,4,Voluntary return,Controlled returns,St. Martin (French Part),America Central and South,2
2019-12-31,2019,4,Voluntary return,Controlled returns,Sudan,Africa North,1
2019-12-31,2019,4,Voluntary return,Controlled returns,Sweden,EU 14,1
2019-12-31,2019,4,Voluntary return,Controlled returns,Switzerland,Europe Other,1
2019-12-31,2019,4,Voluntary return,Controlled returns,Tanzania,Africa Sub-Saharan,2
2019-12-31,2019,4,Voluntary return,Controlled returns,Thailand,Asia South East,4
2019-12-31,2019,4,Voluntary return,Controlled returns,Turkey,Europe Other,14
2019-12-31,2019,4,Voluntary return,Controlled returns,Uganda,Africa Sub-Saharan,2
2019-12-31,2019,4,Voluntary return,Controlled returns,Ukraine,Europe Other,8
2019-12-31,2019,4,Voluntary return,Controlled returns,United Arab Emirates,Middle East,10
2019-12-31,2019,4,Voluntary return,Controlled returns,United States,America North,15
2019-12-31,2019,4,Voluntary return,Controlled returns,Venezuela,America Central and South,1
2019-12-31,2019,4,Voluntary return,Controlled returns,Vietnam,Asia South East,2
2019-12-31,2019,4,Voluntary return,Controlled returns,Zambia,Africa Sub-Saharan,1
2019-12-31,2019,4,Voluntary return,Controlled returns,Zimbabwe,Africa Sub-Saharan,2
2019-12-31,2019,4,Voluntary return,Other verified returns,Albania,Europe Other,37
2019-12-31,2019,4,Voluntary return,Other verified returns,Algeria,Africa North,8
2019-12-31,2019,4,Voluntary return,Other verified returns,Angola,Africa Sub-Saharan,2
2019-12-31,2019,4,Voluntary return,Other verified returns,Australia,Oceania,3
2019-12-31,2019,4,Voluntary return,Other verified returns,Austria,EU 14,2
2019-12-31,2019,4,Voluntary return,Other verified returns,Azerbaijan,Europe Other,2
2019-12-31,2019,4,Voluntary return,Other verified returns,Bahrain,Middle East,9
2019-12-31,2019,4,Voluntary return,Other verified returns,Bangladesh,Asia South,9
2019-12-31,2019,4,Voluntary return,Other verified returns,Belarus,Europe Other,2
2019-12-31,2019,4,Voluntary return,Other verified returns,Belgium,EU 14,10
2019-12-31,2019,4,Voluntary return,Other verified returns,Brazil,America Central and South,15
2019-12-31,2019,4,Voluntary return,Other verified returns,Bulgaria,EU 2,1
2019-12-31,2019,4,Voluntary return,Other verified returns,Burma,Asia South East,2
2019-12-31,2019,4,Voluntary return,Other verified returns,Cameroon,Africa Sub-Saharan,1
2019-12-31,2019,4,Voluntary return,Other verified returns,Canada,America North,10
2019-12-31,2019,4,Voluntary return,Other verified returns,China,Asia East,142
2019-12-31,2019,4,Voluntary return,Other verified returns,Colombia,America Central and South,9
2019-12-31,2019,4,Voluntary return,Other verified returns,Congo (Democratic Republic),Africa Sub-Saharan,1
2019-12-31,2019,4,Voluntary return,Other verified returns,Czech Republic,EU 8,2
2019-12-31,2019,4,Voluntary return,Other verified returns,Denmark,EU 14,1
2019-12-31,2019,4,Voluntary return,Other verified returns,Ecuador,America Central and South,2
2019-12-31,2019,4,Voluntary return,Other verified returns,Egypt,Africa North,36
2019-12-31,2019,4,Voluntary return,Other verified returns,Ethiopia,Africa Sub-Saharan,35
2019-12-31,2019,4,Voluntary return,Other verified returns,Fiji,Oceania,1
2019-12-31,2019,4,Voluntary return,Other verified returns,Finland,EU 14,6
2019-12-31,2019,4,Voluntary return,Other verified returns,France,EU 14,41
2019-12-31,2019,4,Voluntary return,Other verified returns,"Gambia, The",Africa Sub-Saharan,2
2019-12-31,2019,4,Voluntary return,Other verified returns,Georgia,Europe Other,19
2019-12-31,2019,4,Voluntary return,Other verified returns,Germany,EU 14,19
2019-12-31,2019,4,Voluntary return,Other verified returns,Ghana,Africa Sub-Saharan,17
2019-12-31,2019,4,Voluntary return,Other verified returns,Greece,EU 14,3
2019-12-31,2019,4,Voluntary return,Other verified returns,Hong Kong,Asia East,15
2019-12-31,2019,4,Voluntary return,Other verified returns,Hungary,EU 8,1
2019-12-31,2019,4,Voluntary return,Other verified returns,India,Asia South,130
2019-12-31,2019,4,Voluntary return,Other verified returns,Indonesia,Asia South East,5
2019-12-31,2019,4,Voluntary return,Other verified returns,Iran,Middle East,3
2019-12-31,2019,4,Voluntary return,Other verified returns,Iraq,Middle East,1
2019-12-31,2019,4,Voluntary return,Other verified returns,Ireland,EU 14,4
2019-12-31,2019,4,Voluntary return,Other verified returns,Italy,EU 14,14
2019-12-31,2019,4,Voluntary return,Other verified returns,Jamaica,America Central and South,1
2019-12-31,2019,4,Voluntary return,Other verified returns,Japan,Asia East,3
2019-12-31,2019,4,Voluntary return,Other verified returns,Jordan,Middle East,4
2019-12-31,2019,4,Voluntary return,Other verified returns,Kazakhstan,Asia Central,5
2019-12-31,2019,4,Voluntary return,Other verified returns,Kenya,Africa Sub-Saharan,7
2019-12-31,2019,4,Voluntary return,Other verified returns,Korea (North),Asia East,1
2019-12-31,2019,4,Voluntary return,Other verified returns,Korea (South),Asia East,5
2019-12-31,2019,4,Voluntary return,Other verified returns,Kosovo,Europe Other,6
2019-12-31,2019,4,Voluntary return,Other verified returns,Kuwait,Middle East,55
2019-12-31,2019,4,Voluntary return,Other verified returns,Lebanon,Middle East,1
2019-12-31,2019,4,Voluntary return,Other verified returns,Lithuania,EU 8,1
2019-12-31,2019,4,Voluntary return,Other verified returns,Macedonia,Europe Other,2
2019-12-31,2019,4,Voluntary return,Other verified returns,Malaysia,Asia South East,4
2019-12-31,2019,4,Voluntary return,Other verified returns,Maldives,Asia South,1
2019-12-31,2019,4,Voluntary return,Other verified returns,Mali,Africa Sub-Saharan,1
2019-12-31,2019,4,Voluntary return,Other verified returns,Mauritius,Africa Sub-Saharan,1
2019-12-31,2019,4,Voluntary return,Other verified returns,Mexico,America Central and South,3
2019-12-31,2019,4,Voluntary return,Other verified returns,Moldova,Europe Other,1
2019-12-31,2019,4,Voluntary return,Other verified returns,Morocco,Africa North,13
2019-12-31,2019,4,Voluntary return,Other verified returns,Nepal,Asia South,2
2019-12-31,2019,4,Voluntary return,Other verified returns,Netherlands,EU 14,29
2019-12-31,2019,4,Voluntary return,Other verified returns,New Zealand,Oceania,1
2019-12-31,2019,4,Voluntary return,Other verified returns,Nigeria,Africa Sub-Saharan,33
2019-12-31,2019,4,Voluntary return,Other verified returns,Oman,Middle East,8
2019-12-31,2019,4,Voluntary return,Other verified returns,Other and unknown,Other,61
2019-12-31,2019,4,Voluntary return,Other verified returns,Pakistan,Asia South,51
2019-12-31,2019,4,Voluntary return,Other verified returns,Peru,America Central and South,3
2019-12-31,2019,4,Voluntary return,Other verified returns,Philippines,Asia South East,18
2019-12-31,2019,4,Voluntary return,Other verified returns,Poland,EU 8,4
2019-12-31,2019,4,Voluntary return,Other verified returns,Portugal,EU 14,18
2019-12-31,2019,4,Voluntary return,Other verified returns,Qatar,Middle East,47
2019-12-31,2019,4,Voluntary return,Other verified returns,Russia,Europe Other,34
2019-12-31,2019,4,Voluntary return,Other verified returns,Saudi Arabia,Middle East,65
2019-12-31,2019,4,Voluntary return,Other verified returns,Senegal,Africa Sub-Saharan,1
2019-12-31,2019,4,Voluntary return,Other verified returns,Serbia,Europe Other,2
2019-12-31,2019,4,Voluntary return,Other verified returns,Singapore,Asia South East,8
2019-12-31,2019,4,Voluntary return,Other verified returns,South Africa,Africa Sub-Saharan,11
2019-12-31,2019,4,Voluntary return,Other verified returns,Spain,EU 14,17
2019-12-31,2019,4,Voluntary return,Other verified returns,Sri Lanka,Asia South,7
2019-12-31,2019,4,Voluntary return,Other verified returns,Sudan,Africa North,1
2019-12-31,2019,4,Voluntary return,Other verified returns,Sweden,EU 14,3
2019-12-31,2019,4,Voluntary return,Other verified returns,Switzerland,Europe Other,3
2019-12-31,2019,4,Voluntary return,Other verified returns,Taiwan,Asia East,2
2019-12-31,2019,4,Voluntary return,Other verified returns,Tanzania,Africa Sub-Saharan,2
2019-12-31,2019,4,Voluntary return,Other verified returns,Thailand,Asia South East,13
2019-12-31,2019,4,Voluntary return,Other verified returns,Tunisia,Africa North,8
2019-12-31,2019,4,Voluntary return,Other verified returns,Turkey,Europe Other,84
2019-12-31,2019,4,Voluntary return,Other verified returns,Ukraine,Europe Other,75
2019-12-31,2019,4,Voluntary return,Other verified returns,United Arab Emirates,Middle East,108
2019-12-31,2019,4,Voluntary return,Other verified returns,United States,America North,41
2019-12-31,2019,4,Voluntary return,Other verified returns,Uzbekistan,Asia Central,3
2019-12-31,2019,4,Voluntary return,Other verified returns,Venezuela,America Central and South,2
2019-12-31,2019,4,Voluntary return,Other verified returns,Vietnam,Asia South East,6
2019-12-31,2019,4,Voluntary return,Other verified returns,Zambia,Africa Sub-Saharan,1
2019-12-31,2019,4,Voluntary return,Other verified returns,Zimbabwe,Africa Sub-Saharan,1
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Afghanistan,Asia Central,18
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Albania,Europe Other,129
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Algeria,Africa North,9
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Angola,Africa Sub-Saharan,1
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Austria,EU 14,3
2020-03-31,2020,1,Enforced return,Enforced removals from detention,"Bahamas, The",America Central and South,1
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Bangladesh,Asia South,15
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Belarus,Europe Other,1
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Belize,America Central and South,1
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Bolivia,America Central and South,1
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Bosnia and Herzegovina,Europe Other,1
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Brazil,America Central and South,41
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Bulgaria,EU 2,29
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Cameroon,Africa Sub-Saharan,1
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Canada,America North,2
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Chile,America Central and South,2
2020-03-31,2020,1,Enforced return,Enforced removals from detention,China,Asia East,7
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Congo (Democratic Republic),Africa Sub-Saharan,2
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Cuba,America Central and South,1
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Cyprus,EU Other,1
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Czech Republic,EU 8,7
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Denmark,EU 14,3
2020-03-31,2020,1,Enforced return,Enforced removals from detention,East Timor,Asia South East,1
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Ecuador,America Central and South,1
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Egypt,Africa North,2
2020-03-31,2020,1,Enforced return,Enforced removals from detention,El Salvador,America Central and South,1
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Ethiopia,Africa Sub-Saharan,1
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Finland,EU 14,2
2020-03-31,2020,1,Enforced return,Enforced removals from detention,France,EU 14,12
2020-03-31,2020,1,Enforced return,Enforced removals from detention,"Gambia, The",Africa Sub-Saharan,3
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Germany,EU 14,18
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Ghana,Africa Sub-Saharan,3
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Greece,EU 14,4
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Grenada,America Central and South,2
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Guinea,Africa Sub-Saharan,1
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Honduras,America Central and South,1
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Hungary,EU 8,13
2020-03-31,2020,1,Enforced return,Enforced removals from detention,India,Asia South,17
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Iraq,Middle East,5
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Ireland,EU 14,3
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Israel,Middle East,1
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Italy,EU 14,11
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Ivory Coast,Africa Sub-Saharan,1
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Jamaica,America Central and South,20
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Kenya,Africa Sub-Saharan,2
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Kosovo,Europe Other,3
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Latvia,EU 8,17
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Lithuania,EU 8,63
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Malaysia,Asia South East,4
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Moldova,Europe Other,1
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Mongolia,Asia East,1
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Netherlands,EU 14,12
2020-03-31,2020,1,Enforced return,Enforced removals from detention,New Zealand,Oceania,1
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Nigeria,Africa Sub-Saharan,7
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Norway,Europe Other,1
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Pakistan,Asia South,23
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Philippines,Asia South East,2
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Poland,EU 8,107
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Portugal,EU 14,16
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Romania,EU 2,215
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Russia,Europe Other,3
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Slovakia,EU 8,14
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Somalia,Africa Sub-Saharan,10
2020-03-31,2020,1,Enforced return,Enforced removals from detention,South Africa,Africa Sub-Saharan,2
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Spain,EU 14,10
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Sri Lanka,Asia South,5
2020-03-31,2020,1,Enforced return,Enforced removals from detention,St. Kitts and Nevis,America Central and South,1
2020-03-31,2020,1,Enforced return,Enforced removals from detention,St. Lucia,America Central and South,2
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Sudan,Africa North,1
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Switzerland,Europe Other,2
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Tanzania,Africa Sub-Saharan,1
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Togo,Africa Sub-Saharan,1
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Trinidad and Tobago,America Central and South,2
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Tunisia,Africa North,3
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Turkey,Europe Other,7
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Uganda,Africa Sub-Saharan,1
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Ukraine,Europe Other,10
2020-03-31,2020,1,Enforced return,Enforced removals from detention,United States,America North,3
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Vietnam,Asia South East,20
2020-03-31,2020,1,Enforced return,Enforced removals from detention,Zimbabwe,Africa Sub-Saharan,5
2020-03-31,2020,1,Enforced return,Non-detained enforced removals,Albania,Europe Other,19
2020-03-31,2020,1,Enforced return,Non-detained enforced removals,Angola,Africa Sub-Saharan,1
2020-03-31,2020,1,Enforced return,Non-detained enforced removals,Austria,EU 14,1
2020-03-31,2020,1,Enforced return,Non-detained enforced removals,Belgium,EU 14,1
2020-03-31,2020,1,Enforced return,Non-detained enforced removals,Bulgaria,EU 2,2
2020-03-31,2020,1,Enforced return,Non-detained enforced removals,Chile,America Central and South,2
2020-03-31,2020,1,Enforced return,Non-detained enforced removals,China,Asia East,2
2020-03-31,2020,1,Enforced return,Non-detained enforced removals,Colombia,America Central and South,3
2020-03-31,2020,1,Enforced return,Non-detained enforced removals,Czech Republic,EU 8,3
2020-03-31,2020,1,Enforced return,Non-detained enforced removals,Ecuador,America Central and South,1
2020-03-31,2020,1,Enforced return,Non-detained enforced removals,France,EU 14,2
2020-03-31,2020,1,Enforced return,Non-detained enforced removals,Hungary,EU 8,2
2020-03-31,2020,1,Enforced return,Non-detained enforced removals,Italy,EU 14,1
2020-03-31,2020,1,Enforced return,Non-detained enforced removals,Jamaica,America Central and South,1
2020-03-31,2020,1,Enforced return,Non-detained enforced removals,Korea (South),Asia East,1
2020-03-31,2020,1,Enforced return,Non-detained enforced removals,Latvia,EU 8,2
2020-03-31,2020,1,Enforced return,Non-detained enforced removals,Lithuania,EU 8,10
2020-03-31,2020,1,Enforced return,Non-detained enforced removals,Malaysia,Asia South East,1
2020-03-31,2020,1,Enforced return,Non-detained enforced removals,Moldova,Europe Other,1
2020-03-31,2020,1,Enforced return,Non-detained enforced removals,Netherlands,EU 14,1
2020-03-31,2020,1,Enforced return,Non-detained enforced removals,Other and unknown,Other,37
2020-03-31,2020,1,Enforced return,Non-detained enforced removals,Pakistan,Asia South,1
2020-03-31,2020,1,Enforced return,Non-detained enforced removals,Poland,EU 8,16
2020-03-31,2020,1,Enforced return,Non-detained enforced removals,Portugal,EU 14,3
2020-03-31,2020,1,Enforced return,Non-detained enforced removals,Romania,EU 2,33
2020-03-31,2020,1,Enforced return,Non-detained enforced removals,Slovakia,EU 8,5
2020-03-31,2020,1,Enforced return,Non-detained enforced removals,Somalia,Africa Sub-Saharan,1
